
"",historlarry,courtney,"if i could fly stan
",i'm so glad i'm british. i'm so glad i have been blessed with british humour,Sat Nov 21 23:10:15 +0000 2015,1448147415658,668204808541720577,person,0.9995964049087476,recovery_from_illness,0.7070449542738934,self,0.7906600465570698
