
"",Bjaquez2,JusMeBeliaG,"
","Miss Those days when I was Debt free, care free, stress free, and completely happy. I was like 2 yrs old, but hey..those were good times!",Thu Dec 03 04:44:35 +0000 2015,1449117875664,672275212826619904,person,0.9832265726717481,recovery_from_illness,0.7281680630713183,self,0.9397754574371416
