
"",nurdin7a,Nurdin,"
","Sunderland Pinjam Yann M'Vila: Sunderland mendapatkan tambahan tenaga baru di lini tengah. The Black Cats mend... ",Thu Aug 06 17:51:12 +0000 2015,1438883472661,629349015373651971,person,0.932374342696906,recovery_from_illness,0.5811882753175981,other,0.8619685285688574
